Produto;Código;Fabricante;Família;Saldo em Qtde; ;Situação;NCM;Classe de Tributação
NORTON LIXA DE AGUA 360;000613;;;0;UN;Ativo;34053000;NÃO TRIBUTADO (CSOSN 400)
NORTON LIXA DE AGUA 80;000914;;;0;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
NORTON LIXA DE DAGUA 3000;000101;;;0;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
NORTON LIXA FERRO 040;001778;;;0;UN;Ativo;68051000;TRIBUTADO (CSOSN 102)
NORTON LIXA FERRO 060;001779;;;0;UN;Ativo;68051000;TRIBUTADO (CSOSN 102)
NORTON LIXA FERRO 240;001780;;;0;UN;Ativo;68051000;TRIBUTADO (CSOSN 102)
NORTON LIXA FERRO 320;001781;;;0;UN;Ativo;68051000;TRIBUTADO (CSOSN 102)
NORTON LIXA FERRO 36;001411;;;0;UN;Ativo;68051000;TRIBUTADO (CSOSN 102)
NORTON LIXA MASSA 060;001782;;;0;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
NORTON LIXA MASSA 320;001236;;;0;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
NORTON LIXA P/ MADEIRA 100;000006;;;0;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
NORTON LIXA P/ MADEIRA 60;000005;;;0;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
NORTON LIXA SECO CHAMPAGNE 100;001242;;;0;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
NORTON LIXA SECO CHAMPAGNE 120;001238;;;0;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
NORTON LIXA SECO CHAMPAGNE 150;001229;;;0;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
NORTON LIXA SECO CHAMPAGNE 180;000569;;;0;UN;Ativo;68052000;NÃO TRIBUTADO (CSOSN 400)
NORTON LIXA SECO CHAMPAGNE 220;000685;;;0;UN;Ativo;68052000;NÃO TRIBUTADO (CSOSN 400)
NORTON LIXA SECO CHAMPAGNE 320;000686;;;0;UN;Ativo;68052000;NÃO TRIBUTADO (CSOSN 400)
NORTON LIXA SECO CHAMPAGNE 400;001839;;;0;UN;Ativo;68052000;NÃO TRIBUTADO (CSOSN 400)
NORTON LIXA SECO CHAMPAGNE 600;001227;;;0;UN;Ativo;68052000;TRIBUTADO (CSOSN 102)
NORTON LIXA SECO CHAMPAGNE 80;000684;;;0;UN;Ativo;68052000;NÃO TRIBUTADO (CSOSN 400)
O - MAGENTA;002347;;;0;UN;Ativo;32041600;NÃO TRIBUTADO (CSOSN 400)
PACOTE DE ESTOPA ;002727;ADELBRAS;Utilidades;0;UN;Ativo;;
PAD PARA RECORTE ATLAS;000308;;;0;UN;Ativo;39269090;NÃO TRIBUTADO (CSOSN 400)
PALHA DE ACO NO2 - VIERA;000669;;;0;UN;Ativo;73231000;NÃO TRIBUTADO (CSOSN 400)
PAPELAO ONDULADO 1.20M X 10M BOBINA;000671;;;0;UN;Ativo;48191000;TRIBUTADO (CSOSN 102)
PAPELAO ONDULADO 120M X 100M BOBINA;001903;;;0;UN;Ativo;48081000;TRIBUTADO (CSOSN 102)
QUARTZO MICA PRIME;001813;;Complementos e Preparação;0;UN;Ativo;32089010;NÃO TRIBUTADO (CSOSN 400)
QUEROSENE ITAQUA 0,9L 11.29.020;002536;;;0;QT;Ativo;27101919;
QUEROSENE ITAQUA 5L 11.29.021;002537;;;0;UN;Ativo;27101919;
QUEROSENE 5 L ITAQUA;000658;;;0;UN;Ativo;32089010;TRIBUTADO (CSOSN 102)
RENOVA AZULEJOS EPOXI B/AGUA AC BRANCO 0.9 L - CORAL;000519;;;0;QT;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
RENOVA AZULEJOS EPOXI B/AGUA BR BRANCO 0.9 L - CORAL;000520;;;0;QT;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
RENOVA AZULEJOS EPOXI B/AGUA BR BRANCO 3.6 L - CORAL;000432;;;0;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
RENOVA GESSO & DRYWALL 18L CORAL;000559;Coral;TINTA ACRILICA;0;LA;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
RENOVA GESSO & DRYWALL 3,6L CORAL;000560;Coral;TINTA ACRILICA;0;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
ROLO LA SINT 1375-150 SEM RESPINGO ( NOVO );001285;;;0;UN;Ativo;96034010;TRIBUTADO (CSOSN 102)
ROLO LA SINTETICA TIGRE 23CM S/C 1312;002595;;;0;UN;Ativo;96034010;
ROLO LONA PLASTICA PRETA 04 X 100M - NEGREIRA;001398;;;0;UN;Ativo;39259090;TRIBUTADO (CSOSN 102)
ROLO LONA PLASTICA PRETA 04 X 50M - NEGREIRA;001237;;;0;UN;Ativo;39259090;TRIBUTADO (CSOSN 102)
ROLO 23CM REF:1376 ANTIRESPINGO-TIGRE;000224;;;0;UN;Ativo;96034010;NÃO TRIBUTADO (CSOSN 400)
SALVA CANTO CANTONEIRA 50X50X3X200M;002066;;;0;UN;Ativo;48115129;TRIBUTADO (CSOSN 102)
SALVABRAS KRAFT MASCARAMENTO 30 CM X 20M;001388;;;0;UN;Ativo;48115129;TRIBUTADO (CSOSN 102)
SALVABRAS SALVA ENTULHO 10 SACOS;001323;;;0;UN;Ativo;48115129;TRIBUTADO (CSOSN 102)
SALVABRAS SALVA METAIS 0,1M X 75M;001391;;;0;UN;Ativo;48115129;TRIBUTADO (CSOSN 102)
SALVABRAS SALVA PINTURA 20M X 0,45M;001385;;;0;UN;Ativo;48115129;TRIBUTADO (CSOSN 102)
SALVABRAS SALVA PINTURA 20M X 0,90M;001386;;;0;UN;Ativo;48115129;TRIBUTADO (CSOSN 102)
SALVABRAS SALVA PINTURA 20M X 2,40M;001387;;;0;UN;Ativo;48115129;TRIBUTADO (CSOSN 102)
SALVABRAS SALVA RALO 10 MM;001392;;;0;UN;Ativo;48115129;TRIBUTADO (CSOSN 102)
SALVABRAS SALVA RALO 10CMM;001476;;;0;UN;Ativo;48115129;TRIBUTADO (CSOSN 102)
SALVABRAS SALVA RALO 15CMM;001477;;;0;UN;Ativo;48115129;TRIBUTADO (CSOSN 102)
SALVABRAS SALVA TOMADA 4X2;001394;;;0;UN;Ativo;48115129;TRIBUTADO (CSOSN 102)
SALVABRAS SALVA TOMADA 4X4;001395;;;0;UN;Ativo;48115129;TRIBUTADO (CSOSN 102)
SELACALHA 500G DGFLEX;001191;;;0;UN;Ativo;32091010;TRIBUTADO (CSOSN 102)
SELADOR ACRILICO CORAL 3,6 L;000712;;;0;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SELADORA P/ MADEIRA BASE AGUA SPARLACK 3,6L - CORAL;000349;;;0;GL;Ativo;32091020;NÃO TRIBUTADO (CSOSN 400)
SPARLACK SELADORA P/MAD SOLVENTE 0,900ML;000644;;;0;QT;Ativo;32089010;NÃO TRIBUTADO (CSOSN 400)
SPARLACK SELADORA P/MAD SOLVENTE 3,6L;000645;;;0;GL;Ativo;32089029;NÃO TRIBUTADO (CSOSN 400)
SPARLACK SELADORA P/MAD.BASE AGUA 0,9L 02.08.005;002551;;;0;QT;Ativo;32091020;
SPARLACK SELADORA P/MAD.BASE AGUA 3,60;000507;;;0;GL;Ativo;32091020;NÃO TRIBUTADO (CSOSN 400)
SPARLACK STAIN CETOL IMBUIA ACET 3,6 L - CORAL;000629;;;0;GL;Ativo;32089029;NÃO TRIBUTADO (CSOSN 400)
SPRAY DSCOLOR USO GERAL 400ML / BRANCO FOSCO 50534;002481;DSCOLOR;;0;UN;Ativo;32082011;NÃO TRIBUTADO (CSOSN 400)
SUPORTE P/LIXA 100/3 ATLAS;000306;;;0;UN;Ativo;39269090;NÃO TRIBUTADO (CSOSN 400)
SUPORTE P/LIXA 100/4 ATLAS;000307;;;0;UN;Ativo;39269090;NÃO TRIBUTADO (CSOSN 400)
SUV ACR FOSCO PISO PRETO -18L;001224;Suvinil;TINTA ACRILICA;0;LA;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV ACR TETO BRANCO 3,6 LT;000416;Suvinil;TINTA ACRILICA;0;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV ACR TETO BRANCO 900 ML;000417;Suvinil;TINTA ACRILICA;0;QT;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV AGUARAS 900 ML;000354;;;0;UN;Ativo;27101230;NÃO TRIBUTADO (CSOSN 400)
SUV AGUARRAS 5 LT;000353;;;0;UN;Ativo;27101230;NÃO TRIBUTADO (CSOSN 400)
SUV CIMENTO QUEIMADO 5KG - AVENIDA EXPRESSA;000329;;;0;UN;Ativo;32141020;NÃO TRIBUTADO (CSOSN 400)
SUV CIMENTO QUEIMADO 5KG - DIA DE CHUVA;000333;;;0;UN;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV CIMENTO QUEIMADO 5KG - PEDRA ROSADA;000332;;;0;UN;Ativo;32141020;NÃO TRIBUTADO (CSOSN 400)
SUV CIMENTO QUEIMADO 5KG - SELVA DE PEDRA;000331;;;0;UN;Ativo;32141020;NÃO TRIBUTADO (CSOSN 400)
SUV CIMENTO QUEIMADO 5KG - VISTA NOTURNA;000330;;;0;UN;Ativo;32141020;NÃO TRIBUTADO (CSOSN 400)
SUV CORANTE SUVINIL AMARELO;000355;;;0;UN;Ativo;32041700;NÃO TRIBUTADO (CSOSN 400)
SUV CORANTE SUVINIL AZUL;000357;;;0;UN;Ativo;32041700;NÃO TRIBUTADO (CSOSN 400)
SUV CORANTE SUVINIL CASTANHO;000363;;;0;UN;Ativo;32041700;NÃO TRIBUTADO (CSOSN 400)
SUV CORANTE SUVINIL OCRE;000359;;;0;UN;Ativo;32041700;NÃO TRIBUTADO (CSOSN 400)
SUV CORANTE SUVINIL VERMELHO;000362;;;0;UN;Ativo;32041700;NÃO TRIBUTADO (CSOSN 400)
SUV ESM AC SEC RAP BRANCO 900 ML;001248;;;0;QT;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM ALUMINIO BRTE 900 ML SOLVETE;000407;;;0;QT;Ativo;32089010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM AMARELO OURO BRTE 3,6 LT SOLVENTE;000371;;;0;GL;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM AZUL DEL REY BRTE 3,6 LT SOLVENTE;000370;;;0;GL;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM AZUL DEL REY BRTE 900 ML SOLVENTE;000396;;;0;QT;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM BR AZUL FRANCA 900 ML SOLVENTE;000395;;;0;QT;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM BR SEMPRE BRANCO - 3,6 LT;001272;;;0;GL;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM BR SEMPRE BRANCO 900 ML;001268;;;0;QT;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM BRANCO ACT AGUA 900 ML;000423;;;0;QT;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM BRANCO BR AGUA 900 ML;000421;;;0;QT;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM BRANCO FOSCO 900 ML AGUA;001409;;;0;QT;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM BRANCO FOSCO 900 ML SOLVENTE;000409;;;0;QT;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM BRNTE GELO 900 ML AGUA;000056;;;0;QT;Ativo;32091010;TRIBUTADO (CSOSN 102)
SUV ESM BRTE AMARELO OURO 3,6 LT AGUA;000053;;;0;GL;Ativo;32091010;TRIBUTADO (CSOSN 102)
SUV ESM BRTE AMARELO OURO 900 ML AGUA;000058;;;0;QT;Ativo;32091010;TRIBUTADO (CSOSN 102)
SUV ESM BRTE AMARELO OURO 900 ML SOLVENTE;000397;;;0;QT;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM BRTE AZUL DEL REY AGUA 3,6 LT;000693;;;0;GL;Ativo;32091010;TRIBUTADO (CSOSN 102)
SUV ESM BRTE GELO 3,6 LT AGUA;000054;;;0;GL;Ativo;32091010;TRIBUTADO (CSOSN 102)
SUV ESM BRTE PLATINA 900 ML AGUA;000057;;;0;QT;Ativo;32091010;TRIBUTADO (CSOSN 102)
SUV ESM BRTE VERDE FOLHA 3,6 LT AGUA;000051;;;0;GL;Ativo;32091010;TRIBUTADO (CSOSN 102)
SUV ESM BRTE VERMELHO 3,6 LT AGUA;000052;;;0;GL;Ativo;32091010;TRIBUTADO (CSOSN 102)
SUV ESM BRTE VERMELHO 900 ML AGUA;000059;;;0;QT;Ativo;32091010;TRIBUTADO (CSOSN 102)
SUV ESM BRTE VINHO CHASSIS 3,6L SOLVETE;000364;;;0;GL;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM CAMURCA BRTE 3,6 LT SOLVENTE;001789;;;0;GL;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM CERAMICA BRTE 900 ML;001240;;;0;QT;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM CINZA ESCURO BRTE 3,6 LT SOLVENTE;001790;;;0;GL;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM CINZA MEDIO BRTE 3,6 LT SOLVENTE;000375;;;0;GL;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM CINZA MEDIO BRTE 900 ML SOLVENTE;000400;;;0;QT;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM COLORADO BRTE 3,6 LT SOLVENTE;000366;;;0;GL;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM CONTRA FERRUGEM CINZA ESCURO BRTE 900 ML;000606;;;0;QT;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM CONTRA FERRUGEM VERDE COLONIAL BRTE 900 ML;000641;;;0;QT;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM COR & PROT AZUL FRANCA BR SOLVENTE 3,6;000369;;;0;GL;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM COR E PROTECAO BRTE ALUMINIO 3,6 LT;000621;;;0;GL;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM COR E PROTECAO BRTE CINZA ESCURO 900 ML;000401;;;0;QT;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM COR E PROTECAO BRTE LARANJA 900 ML;000403;;;0;QT;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM COR E PROTECAO BRTE MARFIM NOBRE 3,6L;000376;;;0;GL;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM COR E PROTECAO BRTE MARFIM NOBRE 900 ML;000402;;;0;QT;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM GRAFITE CLARO FOSCO 900 ML;001668;;;0;QT;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM GRAFITE CLARO FOSCO 900 ML SOLVETE;000411;;;0;QT;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM GRAFITE ESCURO FOSCO 3,6 LT;001666;;;0;GL;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM GRAFITE ESCURO FOSCO 900 ML SOLVETE;000412;;;0;QT;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM MARROM BRTE 3,6 LT SOLVENTE;000367;;;0;GL;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM MARROM BRTE 900 ML SOLVENTE;000393;;;0;QT;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM MARROM CONHAQUE BRTE 3,6 LT SOLVENTE;001791;;;0;GL;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM MARROM CONHAQUE BRTE 900 ML SOLVENTE;000391;;;0;QT;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM PLATINA AC 3,6 LT SOLVENTE;001787;;;0;GL;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM PLATINA BRTE 900 ML SOLVENTE;000399;;;0;QT;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM PLATINA 3,6 LT AGUA;000055;;;0;GL;Ativo;32091010;TRIBUTADO (CSOSN 102)
SUV ESM PREMIUM COR E PROTECAO GRAFITE CLARO FOSCO 3,6 LT;000410;;;0;GL;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM PRETO AC AGUA 900 ML;001800;;;0;QT;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM PRETO ACT 3,6 LT AGUA;001788;;;0;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM PRETO FOSCO 3,6 LT SOLVENTE;001792;;;0;GL;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM TABACO ACT 900 ML AGUA;001925;;;0;QT;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM TABACO BRTE 3,6 LT SOLVENTE;001793;;;0;GL;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM TABACO BRTE 900L AGUA;001926;;;0;QT;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM TACABO BRTE AGUA 3,6 LT;000050;;;0;GL;Ativo;32091010;TRIBUTADO (CSOSN 102)
SUV ESM VELEIRO BRTE 3,6 LT SOLVENTE;001938;;;0;GL;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM VERDE COLONIAL BRTE 3,6 LT SOLVENTE;000373;;;0;GL;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM VERDE FOLHA BR 0,900 SOLVENTE;000398;;;0;QT;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM VERDE FOLHA BRTE 3,6 LT SOLVENTE;000372;;;0;GL;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV ESM VERMELHO BR 0,900 SOLVENTE;000404;;;0;QT;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV FACHADA PROT. EMBORRACHADA 3,6 LT;002461;Suvinil;TINTA ACRILICA;0;GL;Ativo;12345678;NÃO TRIBUTADO (CSOSN 400)
SUV FOSCO SEMPRE LIMPO BRANCO 3,6L;001784;Suvinil;TINTA ACRILICA;0;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV FUNDO BASE AGUA BRANCO FOSCO - 900;001809;;;0;QT;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV FUNDO BRANCO FOSCO 900ML;000415;Suvinil;TINTA ACRILICA;0;QT;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV FUNDO FOSCO BRANCO - 0,9L;001583;;;0;QT;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV FUNDO PARA GALVANIZADO BASE AGUA 3,6 LT;001399;;;0;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV FUNDO PARA GALVANIZADO BASE AGUA 900 ML;001512;;;0;QT;Ativo;32081010;NÃO TRIBUTADO (CSOSN 400)
SUV FUNDO PARA GALVANIZADO BASE SOLVENTE 900 ML;000646;;;0;QT;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV FUNDO PREPARADOR BASE AGUA 3,6 LT;001480;;;0;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV FUNDO PREPARADOR PAREDE 18 LTS BALDE;001202;;;0;LA;Ativo;32091020;NÃO TRIBUTADO (CSOSN 400)
SUV FUNDO SECA RAPIDO 3,6 L AGUA;000677;;;0;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV FUNDO SECA RAPIDO 900ML AGUA;000700;;;0;QT;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV GLASU CORANTE AMARELO 50ML;001401;Suvinil;Utilidades;0;UN;Ativo;32064990;NÃO TRIBUTADO (CSOSN 400)
SUV GLASU CORANTE AZUL 50ML;001402;Suvinil;Utilidades;0;UN;Ativo;32041700;NÃO TRIBUTADO (CSOSN 400)
SUV GLASU CORANTE OCRE 50ML;001405;Suvinil;Utilidades;0;UN;Ativo;32064990;NÃO TRIBUTADO (CSOSN 400)
SUV GLASU CORANTE PRETO 50ML;001406;Suvinil;Utilidades;0;UN;Ativo;32064990;NÃO TRIBUTADO (CSOSN 400)
SUV GLASU CORANTE VERMELHO 50ML;001408;Suvinil;Utilidades;0;UN;Ativo;32041700;NÃO TRIBUTADO (CSOSN 400)
SUV GLASU MAXIMA EFICIENCIA BRANCO NEVE 18L;001397;Suvinil;TINTA ACRILICA;0;LA;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV GLASU PINTURA ESSENCIAL BRANCO 18L;001273;Suvinil;TINTA ACRILICA;0;LA;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV MASSA ACRILICA GL - 5,7 KG;001250;;;0;GL;Ativo;32141020;TRIBUTADO (CSOSN 102)
SUV MASSA ACRILICA 25KG;000042;;;0;LA;Ativo;32091010;TRIBUTADO (CSOSN 102)
SUV MASSA P/ MADEIRA - 1,3 KG;000419;;;0;UN;Ativo;32141020;NÃO TRIBUTADO (CSOSN 400)
SUV MASSA P/ MADEIRA - 5,5 KG;001794;;;0;GL;Ativo;32141020;TRIBUTADO (CSOSN 102)
SUV MULTISSUPERFICIES EPOXI ACT BRANCO AGUA 3,6 GL;000480;Suvinil;TINTA ESMALTE ;0;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV PISO AMARELO SEG. 3,6;001184;Suvinil;TINTA ACRILICA;0;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV PISO AZUL 18 LT;001935;Suvinil;TINTA ACRILICA;0;LA;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV PISO BRANCO 18LT;001125;Suvinil;TINTA ACRILICA;0;LA;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV PISO BRANCO 3,6 GL;000384;Suvinil;TINTA ACRILICA;0;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV PISO CERAMICA 3,6 LT;000385;Suvinil;TINTA ACRILICA;0;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV PISO CINZA 18L SUVINIL;001094;Suvinil;TINTA ACRILICA;0;LA;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV PISO CINZA 3,6 LT;000387;Suvinil;TINTA ACRILICA;0;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV PISO CONCRETO PURO 3,6 LT;000382;Suvinil;TINTA ACRILICA;0;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV PISO CONCRETO 18L SUVINIL;001081;Suvinil;TINTA ACRILICA;0;LA;Ativo;32089010;NÃO TRIBUTADO (CSOSN 400)
SUV PISO CONCRETO 3,6 LT;000386;Suvinil;TINTA ACRILICA;0;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV PISO CONCRETO 3,6L SUVINIL;001180;Suvinil;TINTA ACRILICA;0;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV PISO PRETO 3,6 LT;000389;Suvinil;TINTA ACRILICA;0;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV PISO VERMELHO SEG. 3,6L SUVINIL;001185;Suvinil;TINTA ACRILICA;0;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV PROTECAO TOTAL BRANCA GL 3,6;001416;Suvinil;TINTA ACRILICA;0;GL;Ativo;39269090;TRIBUTADO (CSOSN 102)
SUV SELADOR ACRILICO  3,6 LT;000422;;;0;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV SELADOR ACRILICO 18 LT;000424;;;0;LA;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV SELADORA P/ MADEIRA 900 ML;000420;;;0;QT;Ativo;32089039;NÃO TRIBUTADO (CSOSN 400)
SUV TOQUE BRILHO BRANCO 3,6L;001785;Suvinil;TINTA ACRILICA;0;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV TOQUE DA TERRA;002771;Suvinil;Efeitos Decorativos;0;UN;Ativo;32141020;NÃO TRIBUTADO (CSOSN 400)
SUV TOQUE FOSCO BRANCO 900ML;001799;Suvinil;TINTA ACRILICA;0;QT;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV TOQUE FOSCO COMPLETO BRANCO 3,6L;001786;Suvinil;TINTA ACRILICA;0;GL;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV TOQUE FOSCO PALHA 18 LT;000068;Suvinil;TINTA ACRILICA;0;LA;Ativo;32091010;TRIBUTADO (CSOSN 102)
SUV TOQUE SEDA 900 ML BRANCO;000250;Suvinil;TINTA ACRILICA;0;QT;Ativo;32091010;NÃO TRIBUTADO (CSOSN 400)
SUV VERNIZ BR SEC RAP NATURAL - 3,6L;001274;;;0;GL;Ativo;32091020;NÃO TRIBUTADO (CSOSN 400)
SUV VERNIZ BR SECA RAPIDO IMBUIA 3,6L SUVINIL;001166;;;0;GL;Ativo;32081020;NÃO TRIBUTADO (CSOSN 400)
SUV VERNIZ BRTE IMBUIA 900 ML AGUA;001165;;;0;QT;Ativo;32081020;NÃO TRIBUTADO (CSOSN 400)
SUV VERNIZ BRTE MOGNO  B. AGUA 3,6 LT;001843;;;0;GL;Ativo;32091020;NÃO TRIBUTADO (CSOSN 400)
T - AMARELO OXIDO;002350;;;0;UN;Ativo;32041600;NÃO TRIBUTADO (CSOSN 400)
TEK BOND ADES INST. 793 100G;001939;;;0;UN;Ativo;35061090;TRIBUTADO (CSOSN 102)
TEK BOND SPRAY  BRANCO FOSCO - 350 ML;001413;;;0;UN;Ativo;32082019;NÃO TRIBUTADO (CSOSN 400)
TEK BOND SPRAY ALTA TEMPE. ALUMINIO - 350ML;001550;;;0;UN;Ativo;32082019;NÃO TRIBUTADO (CSOSN 400)
TEK BOND SPRAY ALTA TEMPE. PRETO BRIL - 350ML;001228;;;0;UN;Ativo;32082019;NÃO TRIBUTADO (CSOSN 400)
TEK BOND SPRAY ALTA TEMPE. PRETO FOSCO - 350ML;001551;;;0;UN;Ativo;32082019;NÃO TRIBUTADO (CSOSN 400)
TEK BOND SPRAY ALUMINIO - 350 ML;001482;;;0;UN;Ativo;32082019;NÃO TRIBUTADO (CSOSN 400)
TEK BOND SPRAY AMARELO - 350 ML;001483;;;0;UN;Ativo;32082019;NÃO TRIBUTADO (CSOSN 400)
TEK BOND SPRAY BRANCO BRILHANTE - 350 ML;001484;;;0;UN;Ativo;32082019;NÃO TRIBUTADO (CSOSN 400)
TEK BOND SPRAY COBRE METALICO - 350ML ( NOVO );001287;;;0;UN;Ativo;32082019;NÃO TRIBUTADO (CSOSN 400)
TEK BOND SPRAY DOURADO - 350 ML;001485;;;0;UN;Ativo;32082019;NÃO TRIBUTADO (CSOSN 400)
TEK BOND SPRAY GRAFITE - 350 ML;001486;;;0;UN;Ativo;32082019;NÃO TRIBUTADO (CSOSN 400)
TEK BOND SPRAY PRETO BRILHANTE - 350ML;001269;;;0;UN;Ativo;32082019;NÃO TRIBUTADO (CSOSN 400)
